Actual,ANN,LSTM
191.52,201.54063,192.67804
202.79999999999998,214.43866,202.55034
199.20000000000002,211.94954,214.2042
200.4,214.99075,231.44632
208.79999999999998,219.63896,210.75069
216.0,240.83098,228.39737
235.20000000000002,286.19897,275.20566
298.8,362.14392,331.0619
399.6,451.3202,403.07516
447.3,539.0302,467.81604
502.2,575.98267,497.0409
520.8,584.85815,522.85614
487.2,598.347,490.5921
500.4,574.1809,486.24942
513.9,587.04913,516.238
481.5,578.698,499.8012
405.9,558.7416,459.2085
320.40000000000003,448.81146,417.28152
288.0,335.31342,316.9272
259.2,282.69254,262.04254
230.4,239.43713,229.15256
209.7,211.64598,207.70596
199.20000000000002,206.647,202.20517
192.6,198.42552,211.81361
188.1,205.91754,175.64713
184.79999999999998,218.33119,168.30714
180.0,219.91605,184.80396
177.3,222.11745,193.53098
177.3,218.57066,173.71274
198.0,240.9747,182.13414
189.0,271.75507,245.91798
190.8,322.32126,269.5669
166.49999999999997,389.3283,350.02176
147.6,447.78586,395.41748
151.20000000000002,466.2935,407.9903
152.1,468.0897,483.4615
165.6,497.54752,429.90402
169.2,459.70822,418.00845
185.4,472.49854,444.08612
187.20000000000002,464.16702,426.37854
219.6,467.67688,367.68414
229.5,389.10883,340.38342
229.20000000000002,299.68466,252.70326
227.7,274.30212,223.57799
214.2,239.96158,208.44054
199.20000000000002,209.15097,179.93735
190.8,206.44308,179.12823
188.1,205.84735,165.98903
184.32,176.72945,184.3988
183.6,180.08862,185.44684
181.20000000000002,179.14803,174.54114
179.28,179.39348,166.67445
199.8,190.83315,195.56775
239.4,227.0446,234.91922
297.9,267.50702,271.41064
441.0,339.02774,366.8321
551.7,411.02368,483.2667
624.0,482.63004,581.16473
675.9,508.44913,640.314
671.4000000000001,514.1845,641.5551
694.8,537.97363,654.88947
682.8000000000001,506.91397,643.5936
694.8000000000001,519.991,638.4715
694.08,512.596,635.6275
636.0,506.3941,598.46405
453.6,407.88794,446.89966
